中文名,外文名,机构属性,行动领域,细分行动领域,设立年份,所在地,官网,微信公众号,LinkedIn,机构介绍,参考资料
欧中OBOR文化和旅游发展委员会（比利时）海南代表处,Europe-China OBOR Culture & Tourism Development Committee Hainan Representative Office,境外非政府组织,文体交流,文化旅游-国际合作,2020,海南海口,,欧中OBOR文旅比利时海南发委会,,,
韩国保健产业振兴院上海代表处,Korea Health Industry Development Institute (KHIDI) Shanghai Representative Office,境外非政府组织,卫生健康,健康产业-医药合作,2020,上海,https://www.khidi.or.kr/eps,韩国保健产业振兴院上海代表处,,,
世界核电运营者协会（英国）上海代表处,World Association of Nuclear Operators (WANO) Shanghai Office,境外非政府组织,气候能源,核安全-行业协作,2020,上海,https://new.wanomc.ru/en/,,,,
儿童医健基金会有限公司（中国香港）云南代表处,Children's Medical Foundation Yunnan Representative Office,境外非政府组织,卫生健康,儿童健康-医疗援助,2020,云南昆明,https://cmf.org.hk/cn,儿童医健基金会,,,
加拿大世界江氏经贸文化发展促进总会福建代表处,"World Jiang's Economic, Trade and Cultural Development Promotion Association Fujian Representative Office",境外非政府组织,公共外交,侨务社团-经贸文化,2020,福建福州,,世江经文总会,,,
世界绿色设计组织（比利时）北京代表处,World Green Design Organization (WGDO) Beijing Representative Office,境外非政府组织,气候能源,绿色设计-可持续发展,2020,北京,http://www.wgdo.net/,世界绿色设计组织,,,
世界休闲体育协会（美国）福建代表处,World Leisure Sports Association (WLSA) Fujian Representative Office,境外非政府组织,文体交流,休闲体育-赛事活动,2020,福建厦门,,世界休闲体育协会福建代表处,,,
可持续发展合作研究所（美国）北京代表处,Institute for Sustainable Communities (ISC) Beijing Representative Office,境外非政府组织,政策治理,可持续发展-政策研究,2020,北京,https://www.iscchina.org/,ISC可持续发展合作研究所,,,
帕斯适宜卫生科技组织（美国）上海代表处,Program for Appropriate Technology in Health (PATH) Shanghai Representative Office,境外非政府组织,卫生健康,公共卫生-卫生技术,2020,上海,https://www.path.org/,帕斯适宜卫生科技组织,,,
镍协会 （加拿大）北京代表处,Nickel Institute Beijing Office,境外非政府组织,产业制造,金属产业-技术标准,2020,北京,https://nickelinstitute.org/,国际镍协会,,,
美国药品研究与制造企业协会北京代表处,Pharmaceutical Research and Manufacturers of America (PhRMA) Beijing Representative Office,境外非政府组织,卫生健康,医药产业-政策倡议,2020,北京,https://phrma.cn/,美国药品研究与制造企业协会,,,
荷兰中国商务文化教育促进会浙江代表处,"Zhejiang Representative Office of the Netherlands China Business, Culture and Education Promotion Association",境外非政府组织,金融治理,经贸合作-文化教育,2020,浙江宁波,,,,,
美国中国企业家协会辽宁办事处,USA China Entrepreneurs Association (UCEA) Liaoning Office,境外非政府组织,金融治理,企业家网络-投资合作,2020,辽宁沈阳,http://eng.ucea.org.cn/,美国中国企业家协会,,,
一般财团法人教育医疗国际交流财团辽宁代表处,Japan-China-Asia Educational Medical Cultural Exchange General Incorporated Foundation (JCAEMCE) Liaoning Representative Office,境外非政府组织,教育培养,教育医疗交流-培训合作,2020,辽宁大连,https://jcaemce.org/new/,,,,
流行病防范创新联盟（挪威）上海代表处,Coalition for Epidemic Preparedness Innovations (CEPI) Shanghai Representative Office,境外非政府组织,卫生健康,公共卫生-疫苗研发,2020,上海,https://cepi.net/,,,,
世界顶尖科学家协会（香港）上海中心（上海代表处）,World Laureates Association (WLA) Shanghai Center,境外非政府组织,学术研究,科研交流-学术平台,2020,上海,https://cn.wlasci.org/,世界顶尖科学家论坛,,,
特定非营利活动法人日本云南联谊协会昆明代表处,Japan Yunnan Friendship Association (JYFA) Kunming Representative Office,境外非政府组织,文体交流,民间交流-文化合作,2020,云南昆明,https://jyfa.org/,日本云南联谊协会昆明代表处,,,
新加坡中华总商会重庆代表处,Singapore Chinese Chamber of Commerce & Industry (SCCCI) Chongqing Representative Office,境外非政府组织,金融治理,商会服务-经贸合作,2020,重庆,https://www.sccci.org.sg/,SCCCI,,,
国际公定分析学会（美国）青岛代表处,AOAC International Qingdao Representative Office,境外非政府组织,法律仲裁,检测标准-分析方法,2020,山东青岛,http://aoacgc.com/,AOAC食品安全检测标准研讨会,,,
港隽动力青年协会有限公司（中国香港）广东省办事处,Hong Kong Power Youth Association (HKPYA) Guangdong Office,境外非政府组织,公共外交,青年发展-交流合作,2020,广东广州,https://www.hkpya.org.hk/,港隽动力青年协会广东省办事处,,,
财团法人龟尾电子信息技术院（韩国）湖南代表处,Gumi Electronics & Information Technology Research Institute Hunan Representative Office,境外非政府组织,数字信息,电子信息-技术研发,2020,湖南长沙,,龟尾之窗,,,
泰国文化经济协会上海代表处,Thai-Chinese Culture and Economy Association Shanghai Representative Office,境外非政府组织,金融治理,文化交流-经贸合作,2020,上海,https://thaizhong.org/,泰国文化经济交流协会,,,
美国管理会计师协会上海代表处,The Association of Accountants and Financial Professionals in Business (IMA) Shanghai Representative Office,境外非政府组织,教育培养,经济与金融-职业培训,2020,上海,https://www.imachina.org.cn/,CMA官方服务号,,,
一般社团法人日中科学技术文化中心上海代表处,"Japan China Science, Technology and Culture Center Shanghai Representative Office",境外非政府组织,公共外交,科技交流-文化合作,2020,上海,https://jcst.or.jp/cn/,日中科学技术文化中心上海代表处,,,
俄罗斯圣彼得堡彼得大帝理工大学（科技中心）上海代表处,The Representative Office of Peter the Great St. Petersburg Polytechnic University (SPbPU),境外非政府组织,科技创新,高校科研-技术转移,2020,上海,https://english.spbstu.ru/,圣彼得堡彼得大帝理工大学,,,
亚洲人居环境协会（中国香港）湖北代表处,Asian Habitat Society (AHS) Hubei Representative Office,境外非政府组织,城市基建,城市与建筑-城市可持续,2020,湖北武汉,http://ahshk.org/zh,人居环境协会湖北代表处,,,
罗马尼亚工商联合会江苏代表处,Chamber of Commerce and Industry of Romania (CCIR) Jiangsu Representative Office,境外非政府组织,金融治理,商会服务-经贸合作,2020,江苏南京,https://ccir.ro/en/,罗马尼亚工商联合会江苏代表处,,,
丹麦农业和食品委员会上海代表处,Danish Agriculture & Food Council (DAFC) Shanghai Representative Office,境外非政府组织,农业食品,农业食品-行业推广,2020,上海,https://agricultureandfood.dk/,丹麦农业和食品委员会,,,
新加坡中华总商会上海代表处,Singapore Chinese Chamber of Commerce & Industry (SCCCI) Shanghai Representative Office,境外非政府组织,金融治理,商会服务-经贸合作,2020,上海,https://www.sccci.org.sg/,SCCCI,,,
智利水果出口商协会上海代表处,Chilean Fruit Exporters Association (ASOEX) Shanghai Representative Office,境外非政府组织,农业食品,农产品贸易-市场推广,2020,上海,https://fruitsfromchile.com/,智利水果,,,
百万圆桌（美国）上海代表处,Million Dollar Round Table (MDRT) Shanghai Representative Office,境外非政府组织,教育培养,经济与金融-职业发展,2020,上海,https://www.mdrt.org/,百万圆桌,,,
匈牙利工业园委员会中国部湖北办事处,Ipari Park Tanács Kínai Tagozata (IPKT) Hubei Office,境外非政府组织,经贸合作,产业园区-投资促进,2020,湖北武汉,,,,,
美国全球中小企业联盟杭州代表处,Global Alliance of SMEs (GASME) Hangzhou Office,境外非政府组织,科技创新,中小企业发展-创业创新,2020,浙江杭州,http://www.globalsmes.org/,全球中小企业联盟,,,
国际精神分析协会（英国）武汉代表处,International Psychoanalytic Association (IPA) Wuhan Representative Office,境外非政府组织,卫生健康,心理健康-学术交流,2020,湖北武汉,https://www.ipawh.cn/,,,,
新加坡中华总商会四川代表处,Singapore Chinese Chamber of Commerce & Industry (SCCCI) Sichuan Representative Office,境外非政府组织,金融治理,商会服务-经贸合作,2020,四川成都,https://www.sccci.org.sg/,SCCCI,,,
澳门妇女联合总会广东办事处,Associação Geral das Mulheres de Macau Guangdong Office,境外非政府组织,公益服务,妇女发展-社会服务,2020,广东珠海,https://www.macauwomen.org.mo/,澳门妇女联合总会广东办事处,,,
新西兰中国国际贸易促进委员会上海代表处,New Zealand China International Trade Association Inc. (NZCITA) Shanghai Representative Office,境外非政府组织,金融治理,贸易促进-投资合作,2020,上海,http://www.nzcita.org/cn/,新西兰中国国际贸易促进委员会,,,
智利华商联合总会上海代表处,Asociación Gremial de Empresarios Chinos en Chile Shanghai Representative Office,境外非政府组织,金融治理,侨商网络-经贸合作,2020,上海,,,,,
土木工程师学会（英国）北京代表处,Institution of Civil Engineers (ICE) Beijing Representative Office,境外非政府组织,产业制造,土木工程-专业认证,2020,北京,https://www.ice.org.uk/,,,,
俄罗斯联邦工商会北京代表处,Chamber of Commerce and Industry of the Russia Federation (TPPRF) Beijing Representative Office,境外非政府组织,金融治理,商会服务-经贸合作,2020,北京,https://www.tpprf.ru/,,,,
波兰中国商会天津代表处,Chinese-Polish Chamber of Commerce (CIGPL) Tianjin Representative Office,境外非政府组织,金融治理,商会服务-经贸合作,2020,天津,https://cigpl.org/en,波兰中国商会天津代表处,,,
加拿大湖北商会武汉代表处,Canada Hubei Chamber Of Commerce (CHBCC) Wuhan Office,境外非政府组织,金融治理,商会服务-经贸合作,2021,湖北武汉,https://www.chbcc.ca/,加拿大湖北商会,,,
世界福州十邑同乡总会有限公司（香港）福州办事处,World Federation of Fuzhou Association LTD Fuzhou Office,境外非政府组织,公共外交,侨务社团-联谊互助,2021,福建福州,https://www.worldfuzhou.org/,世界福州十邑同乡总会,,,
德国机床制造商协会上海代表处,German Machine Tool Builders’ Association (VDW) Shanghai Representative Office,境外非政府组织,产业制造,机床制造-工业合作,2021,上海,https://vdw.de/en/,,,,
泰国中华总商会汕头代表处,Thai-Chinese Chamber of Commerce Shantou Representative Office,境外非政府组织,金融治理,商会服务-经贸合作,2021,广东汕头,,THAI CC,,,
柬埔寨国际商会湖北代表处,Cambodia International Chamber of Commerce (CICC) Hubei Representative Office,境外非政府组织,金融治理,商会服务-经贸合作,2021,湖北武汉,https://www.cicc.org.kh/,柬埔寨国际商会,,,
泰国广西总商会广西办事处,Thai-Guangxi Commercial Association Guangxi Office,境外非政府组织,金融治理,商会服务-经贸合作,2021,广西柳州,,泰国广西总商会,,,
巴拿马华商总会广东办事处,Fundación General de Empresarios Chinos en Panamá Guangdong Office,境外非政府组织,金融治理,侨商网络-经贸合作,2021,广东清远,,,,,
世界自由贸易区联合会（美国）杭州代表处,World Federation of Free Trade Zones (WFFTZ) Hangzhou Representative Office,境外非政府组织,法律仲裁,自由贸易区-投资促进,2021,浙江杭州,https://wfftz.org/,世界自由贸易区联合会,,,
